folderyear,licencersn,licencenumber,licencerevisionnumber,businessname,businesstradename,status,issueddate,expireddate,businesstype,businesssubtype,unit,unittype,house,street,city,province,country,postalcode,localarea,numberofemployees,feepaid,extractdate,geom
08,1203337,08-122738,00,Golden Garden Company Inc,,Issued,2008-03-04,2008-12-31,Landscape Gardener *Historic*,,,,,,Abbotsford,BC,CA,,,000,113.0,2025-04-22T14:21:02+00:00,
08,1203352,08-122753,00,(Kazuo Morita),Morita Gardening Service,Pending,,,Landscape Gardener *Historic*,,,,,,Richmond,BC,,,,000,,2025-04-22T14:21:02+00:00,
08,1203377,08-122778,00,(Kevin O'Neill),L A R G E Contracting,Issued,2007-12-28,2008-12-31,Landscape Gardener *Historic*,,,,,,Burnaby,BC,CA,,,000,113.0,2025-04-22T14:21:02+00:00,
08,1203406,08-122807,00,Young's Landscaping Ltd,,Issued,2008-01-16,2008-12-31,Landscape Gardener *Historic*,,,,,,Burnaby,BC,CA,,,000,60.0,2025-04-22T14:21:02+00:00,
08,1203431,08-122832,00,Isidore Landscapes Inc,,Issued,2008-02-15,2008-12-31,Landscape Gardener *Historic*,,,,,,Richmond,BC,CA,,,000,133.0,2025-04-22T14:21:02+00:00,
08,1203439,08-122840,00,Jerry K Uyeyama (Jerry Uyeyama),Jerry & Son Gardening Service,Issued,2008-01-11,2008-12-31,Landscape Gardener *Historic*,,,,,,Burnaby,BC,CA,,,000,113.0,2025-04-22T14:21:02+00:00,
08,1203455,08-122856,00,Clean & Green Gardening Service Ltd,,Pending,,,Landscape Gardener *Historic*,,,,,,Burnaby,BC,CA,,,000,,2025-04-22T14:21:02+00:00,
08,1203552,08-122953,00,Ri Gung Lin (Ri Lin),Jing Hua Landscaping & Gardening,Inactive,2007-12-04,2008-12-31,Landscape Gardener *Historic*,,,,,,Richmond,BC,CA,,,000,113.0,2025-04-22T14:21:02+00:00,
08,1203635,08-123036,00,Van Kiem Nguyen (Van Nguyen),,Issued,2008-01-25,2008-12-31,Landscape Gardener *Historic*,,,,,,Abbotsford,BC,CA,,,000,113.0,2025-04-22T14:21:02+00:00,
08,1203636,08-123037,00,Westpoint Plant Maintenance Ltd,,Issued,2007-12-13,2008-12-31,Landscape Gardener *Historic*,,,,,,Port Coquitlam,BC,CA,,,000,60.0,2025-04-22T14:21:02+00:00,
08,1203692,08-123093,00,Harnaik S Johal (Harnaik Johal),Johal's Gardening,Inactive,2007-12-05,2008-12-31,Landscape Gardener *Historic*,,,,,,Richmond,BC,CA,,,000,113.0,2025-04-22T14:21:02+00:00,
08,1203716,08-123117,00,(Aleksandar Sulaver),Sasha Landscaping,Issued,2008-01-04,2008-12-31,Landscape Gardener *Historic*,,,,,,Burnaby,BC,CA,,,000,113.0,2025-04-22T14:21:02+00:00,
08,1206575,08-125974,00,Gumbusters Canada Cleaning Concepts Ltd,,Gone Out of Business,,,Personal Services *Historic*,Other,,,,,West Vancouver,BC,CA,,,000,,2025-04-22T14:21:02+00:00,
08,1206607,08-126006,00,Diana Jean Lamare (Diana Lamare),Belly Bonding Casting Company,Gone Out of Business,,,Personal Services *Historic*,Other,,,,,North Vancouver,BC,CA,,,000,,2025-04-22T14:21:02+00:00,
08,1206645,08-126044,00,Wilson Tan Huang (Wilson Huang),Venture Vending,Issued,2007-12-11,2008-12-31,Personal Services *Historic*,Other,,,,,Surrey,BC,CA,,,000,113.0,2025-04-22T14:21:02+00:00,
08,1206915,08-126312,00,(Ladislau Fogarasi),Laszlo,Issued,2007-12-14,2008-12-31,Painter *Historic*,,,,,,New Westminster,BC,CA,,,000,60.0,2025-04-22T14:21:02+00:00,
08,1206955,08-126352,00,Certified Coatings of California Inc,,Pending,,,Painter *Historic*,,,,,,Concord,CA,,,,000,,2025-04-22T14:21:02+00:00,
08,1207003,08-126400,00,Victor Gutierrez & Yoshio Samayoa,Eagles Painting and Wallcovering,Issued,2008-01-03,2008-12-31,Painter *Historic*,,,,,,Port Coquitlam,BC,CA,,,000,113.0,2025-04-22T14:21:02+00:00,
08,1207024,08-126421,00,(Zhou Zhuang),Joe Painting,Gone Out of Business,,,Painter *Historic*,,,,,,Burnaby,BC,CA,,,000,,2025-04-22T14:21:02+00:00,
08,1207028,08-126425,00,John Maurice Cahill (John Cahill),Seaview Painting & Decorating,Pending,,,Painter *Historic*,,,,,,Surrey,BC,CA,,,000,,2025-04-22T14:21:02+00:00,
08,1207033,08-126430,00,Paul Gagnon & Mifune Matsuura,Cypress Painting,Gone Out of Business,,,Painter *Historic*,,,,,,West Vancouver,BC,CA,,,000,,2025-04-22T14:21:02+00:00,
07,1207111,07-200372,00,Slesse Mechanical Inc,,Issued,2007-11-08,2007-12-31,Plumber *Historic*,,,,,,Abbotsford,BC,CA,,,000,54.0,2025-04-22T14:21:02+00:00,
08,1207381,08-126775,00,Benjamin Nelson (Ben Nelson),Procreation Productions,Pending,,,Production Company *Historic*,Other,,,,,Sidney,BC,CA,,,000,,2025-04-22T14:21:02+00:00,
08,1207392,08-126786,00,Arkadia Pictures Incorporated,,Issued,2008-02-13,2008-12-31,Production Company *Historic*,Video Production,,,,,Burnaby,BC,CA,,,000,133.0,2025-04-22T14:21:02+00:00,
08,1207596,08-126989,00,0723330 BC Ltd,Under Pressure Property Maintenance,Issued,2008-02-13,2008-12-31,Power/ Pressure Washing *Historic*,,,,,,West Vancouver,BC,CA,,,000,113.0,2025-04-22T14:21:02+00:00,
08,1207605,08-126998,00,Alma Pest & Building Services Ltd,,Issued,2007-12-14,2008-12-31,Pest Control/Exterminator *Historic*,,,,,,Coquitlam,BC,CA,,,000,60.0,2025-04-22T14:21:02+00:00,
08,1207612,08-127005,00,(Terry Taku),Regional Pest Control,Issued,2007-12-13,2008-12-31,Pest Control/Exterminator *Historic*,,,,,,Surrey,BC,CA,,,000,60.0,2025-04-22T14:21:02+00:00,
08,1207618,08-127011,00,Advanced Pest Control Ltd,,Issued,2007-12-20,2008-12-31,Pest Control/Exterminator *Historic*,,,,,,Langley,BC,CA,,,000,60.0,2025-04-22T14:21:02+00:00,
08,1209355,08-128746,00,Salmon Rentals Ltd,,Issued,2008-01-11,2008-12-31,Rentals *Historic*,Other,,,,,Burnaby,BC,CA,,,000,60.0,2025-04-22T14:21:02+00:00,
08,1209973,08-129364,00,Soundcraft TV & Stereo Ltd,,Issued,2008-01-11,2008-12-31,Repair/ Service/Maintenance *Historic*,,,,,,North Vancouver,BC,,,,000,60.0,2025-04-22T14:21:02+00:00,
08,1211317,08-130707,00,Jason Darcy Smith (Jason Smith),Solution Appliance Service,Issued,2008-01-10,2008-12-31,Repair/ Service/Maintenance *Historic*,,,,,,Burnaby,BC,CA,,,000,113.0,2025-04-22T14:21:02+00:00,
08,1211572,08-130962,00,Adanac Food Importers Ltd,,Gone Out of Business,,,Wholesale Dealer - Food *Historic*,,,,,,Richmond,BC,CA,,,000,,2025-04-22T14:21:02+00:00,
08,1212433,08-131822,00,(Craig Cowie),Monte Carlo Nights Entertainment,Gone Out of Business,,,Rentals *Historic*,Equipment Rental,,,,,Langley,BC,CA,,,000,,2025-04-22T14:21:02+00:00,
08,1212461,08-131850,00,Fraser Valley Fire Protection Ltd,,Issued,2008-01-28,2008-12-31,Repair/ Service/Maintenance *Historic*,,,,,,Abbotsford,BC,CA,,,000,113.0,2025-04-22T14:21:02+00:00,
08,1212753,08-132142,00,Sheppard Waste Systems Ltd,,Issued,2008-01-29,2008-12-31,Rentals *Historic*,Other,,,,,Surrey,BC,CA,,,000,113.0,2025-04-22T14:21:02+00:00,
08,1212961,08-132349,00,Wing Yee Carmen Lau (Wing Lau),Cambie Enterprises Co,Issued,2007-12-28,2008-12-31,Wholesale Dealer - Food *Historic*,,,,,,Burnaby,BC,CA,,,000,303.0,2025-04-22T14:21:02+00:00,
08,1213310,08-132698,00,Kitsaby Window Fashion Ltd,,Issued,2008-02-01,2008-12-31,Retail Dealer *Historic*,Other,,,,,Burnaby,BC,CA,,,000,113.0,2025-04-22T14:21:02+00:00,
08,1213642,08-133030,00,Hydra Marine Services Inc,,Issued,2008-01-04,2008-12-31,Repair/ Service/Maintenance *Historic*,,,,,,Surrey,BC,CA,,,000,113.0,2025-04-22T14:21:02+00:00,
08,1213726,08-133114,00,Hytec Water Management Ltd,,Issued,2008-01-16,2008-12-31,Retail Dealer *Historic*,Other,,,,,Kelowna,BC,CA,,,000,113.0,2025-04-22T14:21:02+00:00,
08,1214272,08-133659,00,Cubic Transportation Systems Inc,,Issued,2007-12-05,2008-12-31,Wholesale  Dealer *Historic*,,,,,,San Diego,CA,,,,000,113.0,2025-04-22T14:21:02+00:00,
08,1217590,08-136959,00,Michael James Wight & Hilary Diana Smith,Stagecoach Theatre Arts,Pending,,,Instruction *Historic*,Other,,,,,Whistler,BC,CA,,,000,,2025-04-22T14:21:02+00:00,
08,1218084,08-137453,00,Tina Kathleen Grant (Tina Grant),Fitformation Fitness Education,Issued,2008-08-26,2008-12-31,Educational *Historic*,Other,,,,,Coquitlam,BC,CA,,,000,113.0,2025-04-22T14:21:02+00:00,
08,1221007,08-140364,00,Ernest Collins Architect Inc,,Issued,2008-01-14,2008-12-31,Office *Historic*,Architect,,,,,North Vancouver,BC,CA,,,000,60.0,2025-04-22T14:21:02+00:00,
08,1221188,08-140545,00,Beesley Engineering Ltd,,Issued,2007-11-30,2008-12-31,Office *Historic*,Engineer,,,,,Coquitlam,BC,CA,,,000,60.0,2025-04-22T14:21:02+00:00,
08,1221811,08-141167,00,(Margaret Leonard),Walkabout Historic Vancouver,Issued,2007-12-28,2008-12-31,Office *Historic*,Tour Operator/Guide,,,,,Burnaby,BC,CA,,,000,60.0,2025-04-22T14:21:02+00:00,
08,1222560,08-141916,00,Ecl Envirowest Consultants Ltd,,Issued,2008-01-07,2008-12-31,Office *Historic*,Consultant,,,,,Burnaby,BC,CA,,,000,60.0,2025-04-22T14:21:02+00:00,
08,1223730,08-143086,00,Karen L Abrahamson (Karen Abrahamson),Karen Abrahamson & Associates,Issued,2008-01-04,2008-12-31,Office *Historic*,Consultant,,,,,Langley,BC,CA,,,000,60.0,2025-04-22T14:21:02+00:00,
08,1223767,08-143123,00,Sperling Hansen Associates Inc,,Issued,2007-12-20,2008-12-31,Office *Historic*,Engineer,,,,,North Vancouver,BC,CA,,,000,60.0,2025-04-22T14:21:02+00:00,
08,1223833,08-143189,00,Felita Acuca Cajuguiran (Felita Cajuguiran),,Issued,2008-03-12,2008-12-31,Office *Historic*,Ship's Chandler,,,,,Richmond,BC,CA,,,000,113.0,2025-04-22T14:21:02+00:00,
08,1223856,08-143212,00,(Ken Wong),Ken K. Wong & Associates,Issued,2007-11-30,2008-12-31,Office *Historic*,Surveyor,,,,,Burnaby,BC,CA,,,000,60.0,2025-04-22T14:21:02+00:00,
08,1223998,08-143354,00,Citiwest Consulting Ltd,,Issued,2008-01-08,2008-12-31,Office *Historic*,Consultant,,,,,Surrey,BC,CA,,,000,60.0,2025-04-22T14:21:02+00:00,
08,1224047,08-143403,00,Rainbow Ice Cream Novelties Ltd,,Issued,2008-04-17,2008-12-31,Office *Historic*,Administration,,,,,Coquitlam,BC,CA,,,000,113.0,2025-04-22T14:21:02+00:00,
08,1224570,08-143926,00,Karen Linnea Lutz (Karen Lutz),Tembo Design,Issued,2007-12-05,2008-12-31,Office *Historic*,Design Company,,,,,Richmond,BC,CA,,,000,113.0,2025-04-22T14:21:02+00:00,
08,1224598,08-143954,00,Allegis Group Canada Corporation,Aerotek,Issued,2008-01-04,2008-12-31,Office *Historic*,Consultant,,,,,Richmond,BC,CA,,,000,60.0,2025-04-22T14:21:02+00:00,
08,1224872,08-144228,00,Graness Electrical Contracting Ltd,,Issued,2008-02-06,2008-12-31,Electrical Contractor *Historic*,,,,,,Coquitlam,BC,CA,,,000,113.0,2025-04-22T14:21:02+00:00,
08,1225129,08-144485,00,Janita S Larsen & Shiraz Investments Inc,At Your Home Service,Issued,2008-04-11,2008-12-31,Office *Historic*,Other,,,,,North Vancouver,BC,CA,,,000,153.0,2025-04-22T14:21:02+00:00,
08,1225443,08-144799,00,(Vunchai Nitisopon),Vila Enterprises,Gone Out of Business,,,Office *Historic*,Interior Design/Decorator,,,,,Langley,BC,CA,,,000,,2025-04-22T14:21:02+00:00,
08,1225587,08-144943,00,Anakron Canada Inc,,Pending,,,Office *Historic*,Engineer,,,,,North Vancouver,BC,CA,,,000,,2025-04-22T14:21:02+00:00,
08,1225658,08-145014,00,Eagle Hodgson Associates (Canada) Inc,,Pending,,,Office *Historic*,Consultant,,,,,North Vancouver,BC,CA,,,000,,2025-04-22T14:21:02+00:00,
08,1225764,08-145120,00,Sincor Engineering Inc,,Issued,2008-01-17,2008-12-31,Office *Historic*,Consultant,,,,,North Vancouver,BC,CA,,,000,113.0,2025-04-22T14:21:02+00:00,
08,1225907,08-145263,00,665911 BC Limited,Mr Frosty Dickie Dee,Issued,2008-06-20,2008-12-31,Office *Historic*,Administration,,,,,Coquitlam,BC,CA,,,000,303.0,2025-04-22T14:21:03+00:00,
08,1226112,08-145468,00,Landeca Holdings Inc,,Pending,,,Office *Historic*,Consultant,,,,,Victoria,BC,CA,,,000,,2025-04-22T14:21:03+00:00,
08,1226185,08-145541,00,(Sing Mei Chan),,Pending,,,Office *Historic*,Consultant,,,,,Surrey,BC,CA,,,000,,2025-04-22T14:21:03+00:00,
08,1226212,08-145568,00,Hansen & Associates Environmental Consultants Limited,Pacific Environmental Consulting & Occupational Hygiene Services,Issued,2008-01-18,2008-12-31,Office *Historic*,Consultant,,,,,North Vancouver,BC,CA,,,000,60.0,2025-04-22T14:21:03+00:00,
08,1226589,08-145945,00,R F Binnie & Associates Ltd,,Issued,2007-12-21,2008-12-31,Office *Historic*,Consultant,,,,,Burnaby,BC,CA,,,000,113.0,2025-04-22T14:21:03+00:00,
08,1226915,08-146271,00,Zenith Interior Design Ltd,,Issued,2008-02-29,2008-12-31,Office *Historic*,Interior Design/Decorator,,,,,Coquitlam,BC,CA,,,000,133.0,2025-04-22T14:21:03+00:00,
08,1226923,08-146279,00,Bradley Refrigeration Consultants Limited,,Issued,2008-03-03,2008-12-31,Office *Historic*,Consultant,,,,,West Vancouver,BC,CA,,,000,133.0,2025-04-22T14:21:03+00:00,
08,1226946,08-146302,00,Man Kil Kim (Man Kim),Kim's Angel Interior,Issued,2008-01-02,2008-12-31,Office *Historic*,Interior Design/Decorator,,,,,Burnaby,BC,CA,,,000,113.0,2025-04-22T14:21:03+00:00,
08,1227196,08-146552,00,L Compagna & Company Inc,,Pending,,,Office *Historic*,Consultant,,,,,Sidney,BC,CA,,,000,,2025-04-22T14:21:03+00:00,
08,1227619,08-146946,00,Dr A Addems,,Gone Out of Business,2008-01-11,2008-12-31,Health Services *Historic*,Dentist,,,,,,,CA,V6Z1G3,,000,60.0,2025-04-22T14:21:03+00:00,
08,1227776,08-147103,00,Dr Lewis Pullmer Inc,,Cancelled,,,Health Services *Historic*,Physician/Surgeon,,,,,,,,V6Z2C7,,000,,2025-04-22T14:21:03+00:00,
08,1227851,08-147178,00,Dr Robert C Greenwood,Salish Medical Clinic,Issued,2008-01-25,2008-12-31,Health Services *Historic*,Physician/Surgeon,,,,,,,,V6R2B8,,000,60.0,2025-04-22T14:21:03+00:00,
08,1228060,08-147387,00,Dr G I Mcgregor Inc,,Issued,2007-11-30,2008-12-31,Health Services *Historic*,Physician/Surgeon,,,,,,,,V5Z1L7,,000,113.0,2025-04-22T14:21:03+00:00,
08,1228080,08-147407,00,Dr David Mallek Inc,,Inactive,2007-12-07,2008-12-31,Health Services *Historic*,Physician/Surgeon,,,,,,,,V5Z1J1,,000,60.0,2025-04-22T14:21:03+00:00,
08,1228161,08-147488,00,Dr Giuseppe Rea,,Issued,2008-01-10,2008-12-31,Health Services *Historic*,Dentist,,,,,,,,V5E3S2,,000,60.0,2025-04-22T14:21:03+00:00,
08,1228177,08-147504,00,Dr Christopher J Ryan,,Issued,2008-01-23,2008-12-31,Health Services *Historic*,Physician/Surgeon,,,,,,,,V6H3H1,,000,60.0,2025-04-22T14:21:03+00:00,
08,1228325,08-147652,00,Dr Barry Yip Inc,,Issued,2008-01-17,2008-12-31,Health Services *Historic*,Dentist,,,,,,,,,,000,113.0,2025-04-22T14:21:03+00:00,
08,1228620,08-147947,00,Joyce A Chong (Joyce Chong),,Issued,2008-01-11,2008-12-31,Health Services *Historic*,Other,,,,,Roberts Creek,BC,CA,,,000,60.0,2025-04-22T14:21:03+00:00,
08,1229078,08-148405,00,(Terrance Jackson),On Call First Aid Service,Gone Out of Business,,,Health Services *Historic*,First Aid Service,,,,,Langley,BC,CA,,,000,,2025-04-22T14:21:03+00:00,
08,1229240,08-148567,00,(Jeffery Lorz),Total Needs Training,Pending,,,Health Services *Historic*,Other,,,,,Coquitlam,BC,CA,,,000,,2025-04-22T14:21:03+00:00,
08,1229354,08-148681,00,Weight Watchers Canada Inc,,Issued,2008-02-01,2008-12-31,Health Services *Historic*,Counselling,,,,,Burnaby,BC,CA,,,000,113.0,2025-04-22T14:21:03+00:00,
08,1230554,08-149443,00,(Alexandra Vercleyen),Lexy's Face Make Up,Gone Out of Business,,,Beauty Services *Historic*,Make-up,,,,,Burnaby,BC,CA,,,000,,2025-04-22T14:21:03+00:00,
07,1231297,07-201516,00,Sure Heat Gas Fireplace Service,,Issued,2007-11-20,2007-12-31,Gas Contractor *Historic*,,,,,,Surrey,BC,CA,,,000,53.0,2025-04-22T14:21:03+00:00,
07,1231306,07-201520,00,Huynh Van Tam & Phan Minh Hung,H&P Renovation,Issued,2007-11-20,2007-12-31,Contractor *Historic*,Alterations & Repairs,,,,,Richmond,BC,CA,,,000,53.0,2025-04-22T14:21:03+00:00,
08,1231530,08-149988,00,Alberto A Siguenas Castro (Alberto Siguenas Castro),Maids 4U Home Services,Pending,,,Personal Services *Historic*,Cleaning Service,,,,,Port Coquitlam,BC,CA,,,000,,2025-04-22T14:21:03+00:00,
08,1231659,08-150040,00,Active Fire & Safety Services Ltd,,Issued,2008-01-30,2008-12-31,Sprinkler Contractor *Historic*,,,,,,Surrey,BC,CA,,,000,113.0,2025-04-22T14:21:03+00:00,
07,1231666,07-201784,00,TietoEnator Canada Inc,,Issued,2007-11-22,2007-12-31,Computer Services *Historic*,Software,,,,,Burnaby,BC,CA,,,000,,2025-04-22T14:21:03+00:00,
07,1231684,07-201796,00,(Jill Warkentin),,Issued,2007-11-30,2007-12-31,Personal Services *Historic*,Decorating Service,,,,,Delta,BC,CA,,,000,54.0,2025-04-22T14:21:03+00:00,
08,1233023,08-151354,00,Kjell T Selboskar (Kjell Selboskar),Kjell Selboskar Construction,Issued,2007-11-22,2008-12-31,Contractor *Historic*,Building,,,,,North Vancouver,BC,CA,,,000,137.0,2025-04-22T14:21:03+00:00,
07,1233143,07-201911,00,Tornado Demolition Ltd,,Issued,2007-11-23,2007-12-31,Contractor - Special Trades *Historic*,Demolition/Excavation,,,,,Surrey,BC,CA,,,000,53.0,2025-04-22T14:21:03+00:00,
08,1233144,08-135413,01,,,Cancelled,,,Dining Lounge *Historic*,,,,,,,,,,,000,,2025-04-22T14:21:03+00:00,
08,1233458,08-151578,00,Root3 Electrical Ltd,,Issued,2007-11-27,2008-12-31,Electrical Contractor *Historic*,,,,,,New Westminster,BC,CA,,,000,113.0,2025-04-22T14:21:03+00:00,
07,1233587,07-202174,00,MKL Homes Ltd,,Issued,2007-11-27,2007-12-31,Contractor *Historic*,Building,,,,,Surrey,BC,CA,,,000,53.0,2025-04-22T14:21:03+00:00,
08,1233589,08-151676,00,MKL Homes Ltd,,Issued,2007-11-27,2008-12-31,Contractor *Historic*,Building,,,,,Surrey,BC,CA,,,000,137.0,2025-04-22T14:21:03+00:00,
08,1234115,08-152042,00,Sun & S Contracting Ltd,,Issued,2008-02-18,2008-12-31,Contractor *Historic*,Building,,,,,Richmond,BC,CA,,,000,157.0,2025-04-22T14:21:03+00:00,
08,1234831,08-152677,00,Randolph Bruce Edmunds & Sterling Bruce Edmunds,Edmunds Sterling Construction,Issued,2007-11-30,2008-12-31,Contractor *Historic*,Alterations & Repairs,,,,,Burnaby,BC,CA,,,000,137.0,2025-04-22T14:21:03+00:00,
08,1235052,08-152767,00,Classic Heating,,Issued,2007-12-03,2008-12-31,Gas Contractor *Historic*,,,,,,Surrey,BC,CA,,,000,113.0,2025-04-22T14:21:03+00:00,
07,1235089,07-202866,00,Anthony Francesco Cappellano (Anthony Cappellano),Vancity Auto Spa,Cancelled,,,Auto Detailing *Historic*,,,,,,Burnaby,BC,CA,,,000,163.0,2025-04-22T14:21:03+00:00,
07,1235543,07-203143,00,Seaview Plumbing & Heating Ltd,,Issued,2007-12-05,2007-12-31,Plumber & Gas Contractor *Historic*,,,,,,Port Moody,BC,CA,,,000,10.0,2025-04-22T14:21:03+00:00,
08,1235599,08-153065,00,Top Line Communications Services Inc,Unique Concept Design,Issued,2008-01-03,2008-12-31,Office *Historic*,Interior Design/Decorator,,,,,Burnaby,BC,CA,,,000,113.0,2025-04-22T14:21:03+00:00,
07,1235644,07-203222,00,"37' Liveaboard-""Brand XXX"" (Mr/Mrs Harvey)",,Issued,2007-12-05,2007-12-31,Live-aboards *Historic*,,,,,,VANCOUVER,BC,CA,V6G3E7,,000,1381.0,2025-04-22T14:21:03+00:00,
07,1235724,07-203289,00,,,Cancelled,,,Office *Historic*,Interior Design/Decorator,,,,,,,,,,000,,2025-04-22T14:21:03+00:00,
08,1235732,08-153145,00,Regie Bugasto Realina & Ivy Realina,,Issued,2007-12-06,2008-12-31,Janitorial Services *Historic*,,,,,,Surrey,BC,CA,,,000,187.0,2025-04-22T14:21:03+00:00,
08,1236228,08-153498,00,Cindy Gui Zhen Yang (Cindy Yang),Cindy Yang & Company,Issued,2008-01-08,2008-12-31,Instruction *Historic*,Dance Academy,,,,,Richmond,BC,CA,,,000,113.0,2025-04-22T14:21:03+00:00,
07,1237363,07-204501,00,,,Cancelled,,,Restaurant Class 1 *Historic*,,,,,,,,,,,000,,2025-04-22T14:21:03+00:00,
07,1238385,07-205293,00,,,Cancelled,,,Secondary Suite - Permanent *Historic*,,,,,,,,,,,000,,2025-04-22T14:21:03+00:00,
08,1238454,08-155110,00,,,Issued,2008-01-23,2008-12-31,Vending Machines *Historic*,Newspaper,,,,,,,,,,000,3080.0,2025-04-22T14:21:03+00:00,
07,1238583,07-205436,00,,,Cancelled,,,Office *Historic*,Engineer,,,,,,,,,,000,,2025-04-22T14:21:03+00:00,
08,1238591,08-155207,00,Helen Productions Inc,,Issued,2008-02-20,2008-12-31,Temporary Filming Company,,,,,,Burnaby,BC,CA,,,000,79.0,2025-04-22T14:21:03+00:00,
07,1239221,07-205879,00,,,Cancelled,,,Restaurant Class 1 *Historic*,,,,,,,,,,,000,,2025-04-22T14:21:03+00:00,
07,1239901,07-206289,00,Hyer Homes and Renovations Ltd,Hyer Homes and Renovations,Issued,2007-12-21,2007-12-31,Contractor *Historic*,Building,,,,,Surrey,BC,CA,,,000,63.0,2025-04-22T14:21:03+00:00,
08,1240781,08-156994,00,David Sun Gain Chang (David Chang),D & D Electronics,Issued,2008-01-03,2008-12-31,Repair/ Service/Maintenance *Historic*,,,,,,Burnaby,BC,CA,,,000,163.0,2025-04-22T14:21:03+00:00,
08,1241499,08-157680,00,PE Productions Inc,,Issued,2008-01-07,2008-12-31,Temporary Filming Company,,,,,,Burnaby,BC,CA,,,000,79.0,2025-04-22T14:21:03+00:00,
08,1241505,08-157685,00,Isola Management and Supply Inc,Isola Management,Issued,2008-02-21,2008-12-31,Contractor *Historic*,Building,,,,,Langley,BC,CA,,,000,137.0,2025-04-22T14:21:03+00:00,
08,1241671,08-157850,00,Daniel G J Simon (Daniel Simon),Steelhead Framing,Issued,2008-01-07,2008-12-31,Contractor *Historic*,Framing,,,,,Mission,BC,CA,,,000,187.0,2025-04-22T14:21:03+00:00,
08,1242064,08-158222,00,Eaglewood Renovations Ltd,,Issued,2008-01-08,2008-12-31,Contractor *Historic*,Alterations & Repairs,,,,,Port Moody,BC,CA,,,000,187.0,2025-04-22T14:21:03+00:00,
08,1242662,08-158788,00,Heatherbrae Restoration Co Ltd,,Issued,2008-01-10,2008-12-31,Contractor - Special Trades *Historic*,Other,,,,,Richmond,BC,CA,,,000,137.0,2025-04-22T14:21:03+00:00,
08,1242664,08-158790,00,Nashco Consulting,,Issued,2008-01-29,2008-12-31,Office *Historic*,Consultant,,,,,Cochrane,AB,CA,,,000,163.0,2025-04-22T14:21:03+00:00,
08,1242706,08-158831,00,Cascade Pools Inc,,Issued,2008-01-10,2008-12-31,Contractor - Special Trades *Historic*,Other,,,,,North Vancouver,BC,CA,,,000,187.0,2025-04-22T14:21:03+00:00,
08,1243011,08-159127,00,Intel Power Electric Ltd,,Issued,2008-01-11,2008-12-31,Electrical Contractor *Historic*,,,,,,Port Coquitlam,BC,CA,,,000,163.0,2025-04-22T14:21:03+00:00,
08,1243031,08-159146,00,Pacific Blasting & Demolition Ltd,BelPacific Excavating & Shoring,Issued,2008-02-18,2008-12-31,Contractor *Historic*,Other,,,,,Burnaby,BC,CA,,,000,157.0,2025-04-22T14:21:03+00:00,
08,1243040,08-159153,00,,,Cancelled,,,Office *Historic*,Broker,,,,,,,,,,000,,2025-04-22T14:21:03+00:00,
08,1243819,08-159895,00,Hammer Construction Management Ltd,,Issued,2008-01-16,2008-12-31,Contractor *Historic*,Building,,,,,Kelowna,BC,CA,,,000,137.0,2025-04-22T14:21:03+00:00,
08,1244050,08-160112,00,John Sadler Plumbing & Heating Ltd,,Cancelled,,,Plumber & Gas Contractor *Historic*,,,,,,Surrey,BC,CA,,,000,,2025-04-22T14:21:03+00:00,
08,1245203,08-161233,00,Groundworks Design Services Inc,Groundworks,Issued,2008-01-22,2008-12-31,Landscape Gardener *Historic*,,,,,,New Westminster,BC,CA,,,000,163.0,2025-04-22T14:21:03+00:00,
08,1245404,08-161426,00,,,Cancelled,,,Retail Dealer *Historic*,Furnishings,,,,,,,,,,000,,2025-04-22T14:21:03+00:00,
08,1245720,08-161732,00,ADN Cooling Ltd,,Issued,2008-01-30,2008-12-31,Contractor - Special Trades *Historic*,Installation,,,,,Port Coquitlam,BC,CA,,,000,137.0,2025-04-22T14:21:03+00:00,
08,1246220,08-162192,00,ADL Painting and Decorating Ltd,,Issued,2008-01-29,2008-12-31,Painter *Historic*,,,,,,North Vancouver,BC,CA,,,000,168.0,2025-04-22T14:21:03+00:00,
08,1247157,08-163104,00,(Johnny O'Dwyer),Yustin Interiors,Cancelled,,,Contractor *Historic*,Building,,,,,Burnaby,BC,CA,,,000,137.0,2025-04-22T14:21:03+00:00,
08,1247175,08-163121,00,Jordan Russell Sitter (Jordan Sitter),Park West Galleries,Issued,2008-02-05,2008-12-31,Auctioneer *Historic*,,,,,,Southfield Michigan,,,,,000,113.0,2025-04-22T14:21:03+00:00,
08,1247330,08-163266,00,(Edward Bailey),F E B Electric,Issued,2008-02-06,2008-12-31,Electrical Contractor *Historic*,,,,,,Langley,BC,CA,,,000,113.0,2025-04-22T14:21:03+00:00,
08,1247420,08-163354,00,MLP Consulting Services Ltd,,Issued,2008-02-07,2008-12-31,Office *Historic*,Consultant,,,,,Victoria,BC,CA,,,000,149.0,2025-04-22T14:21:03+00:00,
08,1247447,08-163381,00,,,Cancelled,,,Office *Historic*,Graphic Artist,,,,,,,,,,000,,2025-04-22T14:21:03+00:00,
08,1247508,08-163442,00,WoodQuest Construction Ltd,,Issued,2008-02-07,2008-12-31,Contractor *Historic*,Alterations & Repairs,,,,,North Vancouver,BC,CA,,,000,171.0,2025-04-22T14:21:03+00:00,
