folderyear,licencersn,licencenumber,licencerevisionnumber,businessname,businesstradename,status,issueddate,expireddate,businesstype,businesssubtype,unit,unittype,house,street,city,province,country,postalcode,localarea,numberofemployees,feepaid,extractdate,geom,geo_point_2d
23,4205653,23-164983,00,1368874 BC Ltd,,Issued,2023-01-04T20:00:55+00:00,2023-12-31,Apartment House *Historic*,,,,1901,BARCLAY ST,Vancouver,BC,CA,V6G 1L1,,000,2520.0,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.139066306073, 49.2913958906415], 'type': 'Point'}, 'properties': {}}","{'lon': -123.139066306073, 'lat': 49.2913958906415}"
23,4205726,23-126233,01,Yongsheng Clinic Inc,,Inactive,2023-01-12T23:48:19+00:00,2023-12-31,Health Services *Historic*,Doctor of TCM,225,Unit,809,W 41ST AV,Vancouver,BC,CA,V5Z 2N6,,2,28.0,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.124308958691, 49.2341207250239], 'type': 'Point'}, 'properties': {}}","{'lon': -123.124308958691, 'lat': 49.2341207250239}"
23,4206234,23-165472,00,(Andreea Toma),,Issued,2023-01-08T00:05:18+00:00,2023-12-31,Physical Therapist *Historic*,,MZ1,Unit,970,BURRARD ST,Vancouver,BC,CA,V6Z 2R4,,1,171.0,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.125113318281, 49.2810836198967], 'type': 'Point'}, 'properties': {}}","{'lon': -123.125113318281, 'lat': 49.2810836198967}"
23,4208810,23-167446,00,,,Gone Out of Business,2023-01-01T23:05:33+00:00,2023-12-31,Short-term Rental Operator,,,,,,Vancouver,BC,,,,000,175.0,2025-04-22T21:22:42+00:00,,
23,4209260,23-167770,00,,,Cancelled,,,Short-term Rental Operator,,,,,,Vancouver,BC,,,,000,66.0,2025-04-22T21:22:42+00:00,,
23,4209267,23-167777,00,,,Issued,2023-01-24T16:38:59+00:00,2023-12-31,Short-term Rental Operator,,,,,,Vancouver,BC,,,,000,175.0,2025-04-22T21:22:42+00:00,,
23,4209515,23-168024,00,(Gurdev Sahota),,Inactive,2023-01-03T16:58:47+00:00,2023-12-31,Contractor *Historic*,Building,,,,,Vancouver,BC,CA,,,2,457.0,2025-04-22T21:22:42+00:00,,
23,4209529,23-168038,00,1384203 BC LTD,Totoan Donburi Japanese Restaurant,Issued,2023-01-04T03:03:19+00:00,2023-12-31,Restaurant Class 1 *Historic*,With Liquor Service,,,678,SEYMOUR ST,Vancouver,BC,CA,V6B 3K4,,6,1236.0,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.115849918333, 49.2817977539229], 'type': 'Point'}, 'properties': {}}","{'lon': -123.115849918333, 'lat': 49.2817977539229}"
23,4209588,23-168096,00,Hannah Gabrielle Trampuh (Hannah Trampuh),,Issued,2023-01-03T18:27:43+00:00,2023-12-31,Massage Therapist *Historic*,,,,3505,FRASER ST,Vancouver,BC,CA,V5V 4C5,,1,237.0,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.090447365229, 49.2534794360852], 'type': 'Point'}, 'properties': {}}","{'lon': -123.090447365229, 'lat': 49.2534794360852}"
23,4209648,23-168153,00,,,Issued,2023-01-03T19:12:31+00:00,2023-12-31,Short-term Rental Operator,,,,,,Vancouver,BC,CA,,,000,175.0,2025-04-22T21:22:42+00:00,,
23,4209662,23-168167,00,,,Cancelled,,,Short-term Rental Operator,,,,,,Vancouver,BC,,,,000,,2025-04-22T21:22:42+00:00,,
23,4209678,23-168183,00,2B Business Management Ltd,RenoMeBC,Issued,2023-03-09T19:55:13+00:00,2023-12-31,Contractor *Historic*,Building,,,,,Vancouver,BC,CA,,,2,247.0,2025-04-22T21:22:42+00:00,,
23,4209683,23-168188,00,Fidar Construction Inc,,Issued,2023-03-02T21:26:47+00:00,2023-12-31,Contractor *Historic*,Building,,,,,Vancouver,BC,CA,,,1,247.0,2025-04-22T21:22:42+00:00,,
23,4209694,23-168199,00,(Marie Irvine),Irvine Law Group,Issued,2023-04-15T19:12:00+00:00,2023-12-31,Office *Historic*,Barrister & Solicitor,,,,,Vancouver,BC,CA,,,1,211.0,2025-04-22T21:22:42+00:00,,
23,4209713,23-168217,00,,,Issued,2023-01-04T17:14:28+00:00,2023-12-31,Short-term Rental Operator,,,,,,Vancouver,BC,,,,000,109.0,2025-04-22T21:22:42+00:00,,
23,4210212,23-168711,00,(Satsuki Tsuzura),,Issued,2023-01-04T16:46:59+00:00,2023-12-31,Massage Therapist *Historic*,,201,Unit,2555,COMMERCIAL DRIVE,Vancouver,BC,CA,V5N 4C1,,1,237.0,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.070152221079, 49.2620090229057], 'type': 'Point'}, 'properties': {}}","{'lon': -123.070152221079, 'lat': 49.2620090229057}"
23,4210234,23-168732,00,,,Issued,2023-01-04T17:30:58+00:00,2023-12-31,Short-term Rental Operator,,,,,,Vancouver,BC,,,,000,109.0,2025-04-22T21:22:42+00:00,,
23,4210370,23-168858,00,,,Issued,2023-02-08T20:08:38+00:00,2023-12-31,Short-term Rental Operator,,,,,,Vancouver,BC,,,,000,175.0,2025-04-22T21:22:42+00:00,,
23,4210666,23-142538,01,Hillcrest Plumbing & Heating (1991) Ltd,,Issued,2023-01-05T00:03:54+00:00,2023-12-31,Plumber & Gas Contractor *Historic*,,,,3260,MAIN ST,Vancouver,BC,CA,V5V 3M5,,22,250.0,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.100914731617, 49.2560529441637], 'type': 'Point'}, 'properties': {}}","{'lon': -123.100914731617, 'lat': 49.2560529441637}"
23,4210719,23-163157,01,Veco Trading Limited,Katie Beauty and Wellness,Issued,2023-01-05T00:55:48+00:00,2023-12-31,Health and Beauty *Historic*,Beauty and Wellness Centre,,,1367,RICHARDS ST,Vancouver,BC,CA,V6B 3G7,,4,,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.127140209946, 49.2743436272214], 'type': 'Point'}, 'properties': {}}","{'lon': -123.127140209946, 'lat': 49.2743436272214}"
23,4211050,23-169512,00,1372334 BC LTD,Inspiration Learning Center,Cancelled,,,Educational *Historic*,Tutor,,,5860,EAST BOULEVARD,Vancouver,BC,CA,V6M 3V3,,2,66.0,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.154666689798, 49.2329646099609], 'type': 'Point'}, 'properties': {}}","{'lon': -123.154666689798, 'lat': 49.2329646099609}"
23,4211319,23-137445,01,Apply Digital ULC,,Issued,2023-02-24T22:47:48+00:00,2023-12-31,Office *Historic*,Consultant,1205,Unit,1066,W HASTINGS ST,Vancouver,BC,CA,V6B 1G8,,120,11.0,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.118872275499, 49.2873631465545], 'type': 'Point'}, 'properties': {}}","{'lon': -123.118872275499, 'lat': 49.2873631465545}"
23,4211741,23-170184,00,Laramae A Espejo (Laramae  Espejo),Laramae Espejo RMT,Cancelled,,,Massage Therapist *Historic*,,,,571,CARDERO ST,Vancouver,BC,CA,V6G 3L2,,1,,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.130312816801, 49.2913765532351], 'type': 'Point'}, 'properties': {}}","{'lon': -123.130312816801, 'lat': 49.2913765532351}"
23,4211877,23-170313,00,,,Issued,2023-01-06T19:56:44+00:00,2023-12-31,Short-term Rental Operator,,,,,,Vancouver,BC,CA,,,000,175.0,2025-04-22T21:22:42+00:00,,
23,4211964,23-170392,00,LGI Local Group Industries Inc,Local Group,Issued,2023-01-18T17:31:13+00:00,2023-12-31,Retail Dealer *Historic*,Other,,,570,CLARK DRIVE,Vancouver,BC,CA,V5L 3H7,,000,237.0,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.076425612496, 49.2799756947911], 'type': 'Point'}, 'properties': {}}","{'lon': -123.076425612496, 'lat': 49.2799756947911}"
23,4211965,23-145398,01,Nullam Resources Inc,Kissamo,Issued,2023-01-11T17:50:12+00:00,2023-12-31,Retail Dealer *Historic*,Other,,,,,Vancouver,BC,CA,,,1,199.0,2025-04-22T21:22:42+00:00,,
23,4211978,23-170404,00,,,Issued,2023-01-06T23:04:07+00:00,2023-12-31,Short-term Rental Operator,,,,,,Vancouver,BC,,,,000,109.0,2025-04-22T21:22:42+00:00,,
23,4211991,23-170416,00,Public Market Grill Inc,The Market Grill,Issued,2023-01-11T06:36:05+00:00,2023-12-31,Restaurant Class 1 *Historic*,With Liquor Service,370,Unit,1689,JOHNSTON ST,Vancouver,BC,CA,V6H 3R9,,12,1293.0,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.135378238409, 49.272839834821], 'type': 'Point'}, 'properties': {}}","{'lon': -123.135378238409, 'lat': 49.272839834821}"
23,4212008,23-170431,00,,,Issued,2023-02-25T00:38:55+00:00,2023-12-31,Short-term Rental Operator,,,,,,Vancouver,BC,,,,000,149.0,2025-04-22T21:22:42+00:00,,
23,4212060,23-170481,00,(Li Fan),,Pending,,,Apartment House Strata *Historic*,,,,,,Vancouver,BC,CA,,,000,,2025-04-22T21:22:42+00:00,,
23,4212669,23-171081,00,,,Issued,2023-01-09T06:26:58+00:00,2023-12-31,Short-term Rental Operator,,,,,,Vancouver,BC,,,,000,175.0,2025-04-22T21:22:42+00:00,,
23,4212925,23-171337,00,Solefood Farm Inc,Sole Food Street Farms,Issued,2023-01-09T19:12:04+00:00,2023-12-31,Agriculture *Historic*,Urban Farm Class B,,,215,W 1ST AV,Vancouver,BC,CA,V5Y 1A6,,30,171.0,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.11113923259, 49.2707141583783], 'type': 'Point'}, 'properties': {}}","{'lon': -123.11113923259, 'lat': 49.2707141583783}"
23,4212937,23-171349,00,Kathy Carpenter Talent Agency Inc,KC Talent,Issued,2023-06-21T00:49:49+00:00,2023-12-31,Talent Agency *Historic*,,,,,,Vancouver,BC,CA,,,2,233.0,2025-04-22T21:22:42+00:00,,
23,4212991,23-139388,01,John Layton Rogers Consulting Corp,Likewise,Issued,2023-01-10T17:16:15+00:00,2023-12-31,Office *Historic*,Consultant,,,,,Vancouver,BC,CA,,,1,208.0,2025-04-22T21:22:42+00:00,,
23,4213044,23-171450,00,(Kristina Soroff),,Issued,2023-01-13T18:20:22+00:00,2023-12-31,Health Services *Historic*,Acupuncturist,,,3456,MAIN ST,Vancouver,BC,CA,V5V 3N2,,000,237.0,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0999939338, 49.2543416577684], 'type': 'Point'}, 'properties': {}}","{'lon': -123.0999939338, 'lat': 49.2543416577684}"
23,4213061,23-110732,01,Handy Manny Services Corp,HMS Corp,Issued,2023-01-10T16:34:50+00:00,2023-12-31,Contractor *Historic*,Alterations & Repairs,,,,,Vancouver,BC,CA,,,3,250.0,2025-04-22T21:22:42+00:00,,
23,4213140,23-171543,00,(Miho Imacho),,Issued,2023-01-18T19:15:26+00:00,2023-12-31,Apartment House Strata *Historic*,,,,,,Vancouver,BC,CA,,,000,150.0,2025-04-22T21:22:42+00:00,,
23,4213319,23-171719,00,C&T Fried Chicken Chain Restaurants Ltd,C&T Fried Chicken,Gone Out of Business,,,Restaurant Class 1 *Historic*,With Liquor Service,,,1861,COMMERCIAL DRIVE,Vancouver,BC,CA,V5N 4A6,,2,,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.07015733446, 49.2680493162521], 'type': 'Point'}, 'properties': {}}","{'lon': -123.07015733446, 'lat': 49.2680493162521}"
23,4213416,23-116027,02,F & S Electrical Ltd,,Issued,2023-01-10T18:23:13+00:00,2023-12-31,Electrical Contractor *Historic*,,,,,,Vancouver,BC,CA,,,25,449.0,2025-04-22T21:22:42+00:00,,
23,4213850,23-172235,00,Peter Hsueh-Yuan Huang Personal Real Estate Corporation,,Gone Out of Business,2023-01-11T17:29:13+00:00,2023-12-31,Office *Historic*,Property Management,201,Unit,2010,E 48TH AV,Vancouver,BC,CA,V5P 1R8,,5,237.0,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.065331437766, 49.2260067382212], 'type': 'Point'}, 'properties': {}}","{'lon': -123.065331437766, 'lat': 49.2260067382212}"
23,4213860,23-172244,00,,,Issued,2023-01-10T18:14:58+00:00,2023-12-31,Short-term Rental Operator,,,,,,Vancouver,BC,,,,000,175.0,2025-04-22T21:22:42+00:00,,
23,4214008,23-172391,00,(Hoyoung Lee),L & D Laundromat,Issued,2023-01-14T00:43:20+00:00,2023-12-31,Laundry-Coin Operated Services *Historic*,,,,2375,E BROADWAY,Vancouver,BC,CA,V5N 1X2,,1,490.0,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.057130067233, 49.2625797813748], 'type': 'Point'}, 'properties': {}}","{'lon': -123.057130067233, 'lat': 49.2625797813748}"
23,4214302,23-172677,00,(Saba Naqvi),BDO Law LLP,Issued,2023-03-08T19:51:59+00:00,2023-12-31,Office *Historic*,Barrister & Solicitor,1100,Unit,1055,W GEORGIA ST,Vancouver,BC,CA,V6E 4A6,,5,237.0,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.121463646921, 49.2852447964792], 'type': 'Point'}, 'properties': {}}","{'lon': -123.121463646921, 'lat': 49.2852447964792}"
23,4214702,23-173073,00,Pro Wireless Ltd,,Cancelled,,,Repair/ Service/Maintenance *Historic*,,,,569,W PENDER ST,Vancouver,BC,CA,V6B 1V5,,2,63.0,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.113123090414, 49.2838690672845], 'type': 'Point'}, 'properties': {}}","{'lon': -123.113123090414, 'lat': 49.2838690672845}"
23,4214805,23-173173,00,Laura S Rosen (Laura Rosen),,Issued,2023-01-12T03:11:03+00:00,2023-12-31,Health Services *Historic*,Chiropractor/Chiropodist,MZ1,Unit,970,BURRARD ST,Vancouver,BC,CA,V6Z 2R4,,1,171.0,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.125113318281, 49.2810836198967], 'type': 'Point'}, 'properties': {}}","{'lon': -123.125113318281, 'lat': 49.2810836198967}"
23,4214887,23-173254,00,Shawn W Tryon Law Corporation,,Issued,2023-01-14T00:43:20+00:00,2023-12-31,Office *Historic*,Barrister & Solicitor,2700,Unit,595,BURRARD ST,Vancouver,BC,CA,V6C 1A0,,1,237.0,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.11972958074, 49.2861303368945], 'type': 'Point'}, 'properties': {}}","{'lon': -123.11972958074, 'lat': 49.2861303368945}"
23,4214916,23-173282,00,Dr Tessa Stark Naturopathic Doctor Corp,,Issued,2023-01-11T23:59:22+00:00,2023-12-31,Health Services *Historic*,Naturopathic Doctor,,,1970,W 4TH AV,Vancouver,BC,CA,V6J 1M5,,2,171.0,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.149537812738, 49.2678130507022], 'type': 'Point'}, 'properties': {}}","{'lon': -123.149537812738, 'lat': 49.2678130507022}"
23,4215055,23-173420,00,Darbara Bains Sukhpal Bains & Manjit Rana,,Pending,,,Single Detached House *Historic*,,,,,,Vancouver,BC,CA,,,000,,2025-04-22T21:22:42+00:00,,
23,4215295,23-173659,00,(Daniel Baronas),,Issued,2023-01-20T00:20:52+00:00,2023-12-31,Health Services *Historic*,Chiropractor/Chiropodist,MZ1,Unit,970,BURRARD ST,Vancouver,BC,CA,V6Z 2R4,,1,237.0,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.125113318281, 49.2810836198967], 'type': 'Point'}, 'properties': {}}","{'lon': -123.125113318281, 'lat': 49.2810836198967}"
23,4215362,23-173726,00,FW Fitness BC Ltd,Fitness World,Issued,2023-02-08T21:55:16+00:00,2023-12-31,Tanning Salon *Historic*,,200,Unit,1185,W GEORGIA ST,Vancouver,BC,CA,V6E 4E6,,20,356.0,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.124651413125, 49.2871584076905], 'type': 'Point'}, 'properties': {}}","{'lon': -123.124651413125, 'lat': 49.2871584076905}"
23,4215416,23-173777,00,(Jonathan Leikam),Fresh Munch Microgreens,Cancelled,,,Wholesale Dealer - Food *Historic*,,,,,,Vancouver,BC,CA,,,000,,2025-04-22T21:22:42+00:00,,
23,4215494,23-173855,00,Edward D Jones & Co Canada Holding Co Inc,Edward Jones,Issued,2023-01-14T00:50:23+00:00,2023-12-31,Financial Services *Historic*,Other,580,Unit,999,W BROADWAY,Vancouver,BC,CA,V5Z 1K5,,1,234.0,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.126104236733, 49.2638663729166], 'type': 'Point'}, 'properties': {}}","{'lon': -123.126104236733, 'lat': 49.2638663729166}"
23,4215508,23-173869,00,Alite Canada Distribution Inc,,Issued,2023-01-12T23:55:46+00:00,2023-12-31,Office *Historic*,Administration,720,Unit,999,W BROADWAY,Vancouver,BC,CA,V5Z 1K5,,2,237.0,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.126104236733, 49.2638663729166], 'type': 'Point'}, 'properties': {}}","{'lon': -123.126104236733, 'lat': 49.2638663729166}"
23,4215515,23-130421,01,(Maysam Tarameshloo),Prosper Health & Rehab,Issued,2023-01-13T01:03:18+00:00,2023-12-31,Massage Therapist *Historic*,,,,6176,FRASER ST,Vancouver,BC,CA,V5W 3A1,,1,210.0,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.090263948386, 49.2285257563157], 'type': 'Point'}, 'properties': {}}","{'lon': -123.090263948386, 'lat': 49.2285257563157}"
23,4215897,23-174255,00,Harbans S Hundal (Harbans Hundal),Singh Income Tax & Accounting Service,Issued,2023-01-13T16:53:50+00:00,2023-12-31,Financial Services *Historic*,Tax Service,,,6415,FRASER ST,Vancouver,BC,CA,V5W 3A6,,1,237.0,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.091171307283, 49.2262815264641], 'type': 'Point'}, 'properties': {}}","{'lon': -123.091171307283, 'lat': 49.2262815264641}"
23,4216204,23-174556,00,,,Issued,2023-01-13T20:40:20+00:00,2023-12-31,Short-term Rental Operator,,,,,,Vancouver,BC,,,,000,175.0,2025-04-22T21:22:42+00:00,,
23,4216207,23-174559,00,Kelar Homes Ltd,,Issued,2023-01-13T22:41:05+00:00,2023-12-31,Contractor *Historic*,Building,,,,,Vancouver,BC,CA,,,000,273.0,2025-04-22T21:22:42+00:00,,
23,4216407,23-174753,00,,,Issued,2023-01-14T07:30:16+00:00,2023-12-31,Short-term Rental Operator,,,,,,Vancouver,BC,,,,000,175.0,2025-04-22T21:22:42+00:00,,
23,4217175,23-175516,00,Evan J Moskowec (Evan Moskowec),,Issued,2023-01-16T17:14:30+00:00,2023-12-31,Massage Therapist *Historic*,,MZ1,Unit,970,BURRARD ST,Vancouver,BC,CA,V6Z 2R4,,1,237.0,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.125113318281, 49.2810836198967], 'type': 'Point'}, 'properties': {}}","{'lon': -123.125113318281, 'lat': 49.2810836198967}"
23,4217335,23-175675,00,Richard Penner & Sangeetha L Penner,,Issued,2023-02-02T21:38:45+00:00,2023-12-31,Secondary Suite - Permanent *Historic*,,,,,,Vancouver,BC,CA,,,000,246.0,2025-04-22T21:22:42+00:00,,
23,4217370,23-175709,00,1319623 BC LTD,UPS Store # 579,Issued,2023-01-17T17:08:09+00:00,2023-12-31,Postal Rental Agency *Historic*,,,,3271,DUNBAR ST,Vancouver,BC,CA,V6S 2B8,,1,171.0,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.185481051891, 49.2576086575365], 'type': 'Point'}, 'properties': {}}","{'lon': -123.185481051891, 'lat': 49.2576086575365}"
23,4217482,23-175818,00,,,Issued,2023-03-07T00:09:03+00:00,2023-12-31,Short-term Rental Operator,,,,,,Vancouver,BC,,,,000,175.0,2025-04-22T21:22:42+00:00,,
23,4217838,23-176173,00,Moon and Mars Industries Inc,,Issued,2023-01-17T19:07:44+00:00,2023-12-31,Laboratory Services,,124,Unit,1085,E KENT AV NORTH,Vancouver,BC,CA,V5X 4V9,,4,171.0,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.085298631827, 49.2093087313789], 'type': 'Point'}, 'properties': {}}","{'lon': -123.085298631827, 'lat': 49.2093087313789}"
23,4217856,23-176189,00,Sunq Lonni Tea & Dessert Ltd,,Cancelled,,,Ltd Service Food Establishment *Historic*,,,,3488,KINGSWAY,Vancouver,BC,CA,V5R 5L7,,000,63.0,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.030161246414, 49.2317126557996], 'type': 'Point'}, 'properties': {}}","{'lon': -123.030161246414, 'lat': 49.2317126557996}"
23,4217917,23-176250,00,VISST Vancouver Independent School For Science And Technology Society,Vancouver Independent School For Science And Technology,Issued,2023-04-25T15:15:51+00:00,2023-12-31,Private School or College,,200,Unit,1490,W BROADWAY,Vancouver,BC,CA,V6H 1H5,,4,237.0,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.138151438769, 49.263409816124], 'type': 'Point'}, 'properties': {}}","{'lon': -123.138151438769, 'lat': 49.263409816124}"
23,4217970,23-176303,00,(Kaylem Abbey),Kaylem Abbey Tattoo,Issued,2023-03-02T23:57:46+00:00,2023-12-31,Tattoo Parlour *Historic*,,,,1490,W 72ND AV,Vancouver,BC,CA,V6P 3C8,,1,356.0,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.140246281014, 49.2056285143967], 'type': 'Point'}, 'properties': {}}","{'lon': -123.140246281014, 'lat': 49.2056285143967}"
23,4217986,23-176319,00,(Ashley Jestin),,Gone Out of Business,,,Physical Therapist *Historic*,,,,4132,MAIN ST,Vancouver,BC,CA,V5V 3P7,,000,,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.100692765638, 49.2483524978172], 'type': 'Point'}, 'properties': {}}","{'lon': -123.100692765638, 'lat': 49.2483524978172}"
23,4217989,23-176322,00,(Reyna Zaremba),,Inactive,,,Physical Therapist *Historic*,,MZ1,Unit,970,BURRARD ST,Vancouver,BC,CA,V6Z 2R4,,1,,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.125113318281, 49.2810836198967], 'type': 'Point'}, 'properties': {}}","{'lon': -123.125113318281, 'lat': 49.2810836198967}"
23,4217995,23-176328,00,Maple Leaf Appliances Ltd,,Gone Out of Business,,,Repair/ Service/Maintenance *Historic*,,600,Unit,1285,W BROADWAY,Vancouver,BC,CA,V6H 3X8,,3,,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.133218152193, 49.263970218012], 'type': 'Point'}, 'properties': {}}","{'lon': -123.133218152193, 'lat': 49.263970218012}"
23,4218031,23-176363,00,A&S Drywall Ltd,,Cancelled,,,Contractor *Historic*,Building,,,,,Vancouver,BC,CA,,,000,,2025-04-22T21:22:42+00:00,,
23,4218077,23-176407,00,Free the Fern Stewardship Society,,Issued,2023-01-18T16:43:51+00:00,2023-12-31,Community Association *Historic*,,,,,,Vancouver,BC,CA,,,1,2.0,2025-04-22T21:22:42+00:00,,
23,4218405,23-176734,00,(Teddy C Cheung),,Issued,2023-02-09T00:03:32+00:00,2023-12-31,Apartment House Strata *Historic*,,,,,,Vancouver,BC,CA,,,000,150.0,2025-04-22T21:22:42+00:00,,
23,4218416,23-176744,00,(Mark Nonni),,Inactive,,,Apartment House Strata *Historic*,,,,,,Vancouver,BC,CA,,,000,,2025-04-22T21:22:42+00:00,,
23,4218462,23-176790,00,(Shirley W Chan),,Issued,2023-03-07T00:24:45+00:00,2023-12-31,Apartment House Strata *Historic*,,,,,,Vancouver,BC,CA,,,000,150.0,2025-04-22T21:22:42+00:00,,
23,4218563,23-176888,00,Compass Group Canada Ltd,Deloitte Summit #63405,Cancelled,,,Restaurant Class 1 *Historic*,No Liquor Service,22nd Floor,Unit,410,W GEORGIA ST,Vancouver,BC,CA,V6B 1Z3,,15,,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.115881581318, 49.2805115734956], 'type': 'Point'}, 'properties': {}}","{'lon': -123.115881581318, 'lat': 49.2805115734956}"
23,4218634,23-176957,00,Toby D Neumann (Toby  Neumann),,Issued,2023-03-09T22:58:40+00:00,2023-12-31,Massage Therapist *Historic*,,302,Unit,560,BEATTY ST,Vancouver,BC,CA,V6B 2L3,,000,237.0,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.109558247001, 49.2801415364825], 'type': 'Point'}, 'properties': {}}","{'lon': -123.109558247001, 'lat': 49.2801415364825}"
23,4218751,23-177071,00,,,Cancelled,,,Short-term Rental Operator,,,,,,Vancouver,BC,,,,000,,2025-04-22T21:22:42+00:00,,
23,4219080,23-177392,00,Brendan J Craig (Brendan Craig),Lawson Lundell LLP *Use PPL ID 359393*,Issued,2023-03-03T17:45:53+00:00,2023-12-31,Office *Historic*,Barrister & Solicitor,1600,Unit,925,W GEORGIA ST,Vancouver,BC,CA,V6C 3L2,,000,237.0,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.119804845719, 49.2843168050669], 'type': 'Point'}, 'properties': {}}","{'lon': -123.119804845719, 'lat': 49.2843168050669}"
23,4219094,23-177404,00,Go Goat Sports Inc,,Cancelled,,,Production Company *Historic*,Other,101,Unit,1001,HORNBY ST,Vancouver,BC,CA,V6Z 2R9,,4,,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.12552501795, 49.2804114853095], 'type': 'Point'}, 'properties': {}}","{'lon': -123.12552501795, 'lat': 49.2804114853095}"
23,4219153,23-177460,00,Scott Andrew Lucyk (Scott Lucyk),Lawson Lundell LLP *Use PPL ID 359393*,Issued,2023-03-03T17:40:12+00:00,2023-12-31,Office *Historic*,Barrister & Solicitor,1600,Unit,925,W GEORGIA ST,Vancouver,BC,CA,V6C 3L2,,000,237.0,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.119804845719, 49.2843168050669], 'type': 'Point'}, 'properties': {}}","{'lon': -123.119804845719, 'lat': 49.2843168050669}"
23,4219154,23-177461,00,(Sophia Gu),,Issued,2023-01-27T18:35:07+00:00,2023-12-31,Apartment House Strata *Historic*,,,,,,Vancouver,BC,CA,,,000,150.0,2025-04-22T21:22:42+00:00,,
23,4219212,23-177514,00,Rosalie A Clark (Rosalie Clark),Clark Wilson LLP,Issued,2023-01-31T21:23:04+00:00,2023-12-31,Office *Historic*,Barrister & Solicitor,900,Unit,885,W GEORGIA ST,Vancouver,BC,CA,V6C 3E8,,000,237.0,2025-04-22T21:22:42+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.119650025722, 49.2836841369494], 'type': 'Point'}, 'properties': {}}","{'lon': -123.119650025722, 'lat': 49.2836841369494}"
